document_id,passage_count,original_mean,shuffled_mean,original_actor_overlap_proportion,shuffled_actor_overlap_proportion
001-206155,78,0.6074194269520896,0.46417420797243525,0.9782608695652174,0.5725274725274725
001-206160,52,0.5700505703103309,0.43877059133613805,0.9117647058823529,0.5729090909090909
001-206503,33,0.5594023724552244,0.4014661076827906,0.7,0.43
001-206512,50,0.5661232401521838,0.45297845016632765,0.9629629629629629,0.5843137254901961
001-207017,103,0.5958210028269711,0.451736991794086,0.9444444444444444,0.5163636363636364
001-57438,59,0.538726149448033,0.4058351321723954,0.625,0.5357142857142858
001-57491,89,0.536218244751746,0.40764028512957423,0.75,0.5378066378066378
001-57496,262,0.5388169462767597,0.39063472217805256,0.9117647058823529,0.6786255411255411
001-57504,103,0.6153670134497624,0.4483513475048776,0.88,0.82
001-57518,112,0.6149172664762618,0.45189493915028367,0.8780487804878049,0.5668387314439945
001-57519,123,0.5655959219229026,0.3906990891108747,0.8536585365853658,0.7892307692307693
001-57533,162,0.5551941027135953,0.38138961214630035,0.85,0.6928282828282828
001-57575,50,0.5046579290409478,0.3886817194901559,0.7,0.7
001-57586,102,0.49481438882280104,0.34192277868969895,0.8571428571428571,0.7326050420168068
001-57626,75,0.5101878447709857,0.40440890917781036,0.9130434782608695,0.8027777777777778
001-57627,69,0.5215521820492166,0.3977267946048147,0.9565217391304348,0.8780952380952382
001-57640,57,0.5519658771476575,0.3613960336428136,0.75,0.875
001-57767,139,0.5398528115904849,0.3878992990003494,0.8333333333333334,0.16666666666666666
001-57827,155,0.5015989907037515,0.36199061046656855,0.7619047619047619,0.6606526806526807
001-57887,59,0.5122323395877049,0.36639308559483497,0.8421052631578947,0.5883333333333333
001-57895,190,0.5281515019162307,0.38148886973196,0.8904109589041096,0.6599679487179487
001-57911,105,0.5425218659668014,0.40819999572032917,0.7631578947368421,0.6049816849816849
001-57927,50,0.5458557392869677,0.4104286898459707,0.8947368421052632,0.5232828282828283
001-57929,58,0.5384046079819662,0.39548494025182573,1.0,0.5542857142857144
001-57934,75,0.5034654633821668,0.3464745889166118,0.875,0.4
001-57955,59,0.5704110583354687,0.4357715686590507,0.8823529411764706,0.485
001-57960,73,0.5046248917157451,0.3813529228843334,0.8,0.6516666666666666
001-57965,64,0.5906801200102246,0.43321730203571773,0.8947368421052632,0.5561904761904762
001-57984,81,0.5845938554033637,0.42975543103180824,0.8095238095238095,0.6540909090909091
001-58022,75,0.5281201741985373,0.4153824961668736,0.6875,0.5926190476190476
